#ZEITBEREICH: 08.06.2015 bis 08.06.2016
Datum;Zeit;AABU NO2 AM1H [µg/m³];BIEL NO2 AM1H [µg/m³];BONN NO2 AM1H [µg/m³];BORG NO2 AM1H [µg/m³];BOTT NO2 AM1H [µg/m³];CHOR NO2 AM1H [µg/m³];DATT NO2 AM1H [µg/m³];DDCS NO2 AM1H [µg/m³];DMD2 NO2 AM1H [µg/m³];DUB2 NO2 AM1H [µg/m³];EIFE NO2 AM1H [µg/m³];ELAN NO2 AM1H [µg/m³];EVOG NO2 AM1H [µg/m³];GELS NO2 AM1H [µg/m³];HATT NO2 AM1H [µg/m³];HUE2 NO2 AM1H [µg/m³];JACK NO2 AM1H [µg/m³];JHNK NO2 AM1H [µg/m³];KRHA NO2 AM1H [µg/m³];LEV2 NO2 AM1H [µg/m³];LOER NO2 AM1H [µg/m³];MSGE NO2 AM1H [µg/m³];NETT NO2 AM1H [µg/m³];NIED NO2 AM1H [µg/m³];RAT2 NO2 AM1H [µg/m³];RODE NO2 AM1H [µg/m³];ROTH NO2 AM1H [µg/m³];SHW2 NO2 AM1H [µg/m³];SOES NO2 AM1H [µg/m³];SOLI NO2 AM1H [µg/m³];STYR NO2 AM1H [µg/m³];UNNA NO2 AM1H [µg/m³];VACW NO2 AM1H [µg/m³];VBID NO2 AM1H [µg/m³];VDOM NO2 AM1H [µg/m³];VDOR NO2 AM1H [µg/m³];VDUI NO2 AM1H [µg/m³];VEAE NO2 AM1H [µg/m³];VESN NO2 AM1H [µg/m³];VGES NO2 AM1H [µg/m³];VGLG NO2 AM1H [µg/m³];VHAM NO2 AM1H [µg/m³];VKCL NO2 AM1H [µg/m³];VKTU NO2 AM1H [µg/m³];VLEG NO2 AM1H [µg/m³];VMGF NO2 AM1H [µg/m³];VMGR NO2 AM1H [µg/m³];VMS2 NO2 AM1H [µg/m³];VOBM NO2 AM1H [µg/m³];VWEL NO2 AM1H [µg/m³];WALS NO2 AM1H [µg/m³];WAST NO2 AM1H [µg/m³];WESE NO2 AM1H [µg/m³];WULA NO2 AM1H [µg/m³]
11.06.2015;19:00;<10;22;13;<10;<10;<10;<10;31;<10;16;<10;<10;;16;<10;<10;19;12;22;11;11;<10;19;<10;12;<10;<10;<10;<10;<10;13;<10;32;44;65;16;35;67;27;20;;67;99;30;26;24;<10;10;23;;15;<10;<10;<10
11.06.2015;20:00;<10;37;;<10;19;12;<10;28;11;19;<10;10;;14;<10;12;16;10;22;12;15;<10;15;<10;11;<10;<10;<10;<10;<10;18;<10;37;42;66;20;;32;32;20;;60;96;26;16;21;<10;11;22;38;18;<10;<10;<10
11.06.2015;21:00;12;47;26;<10;16;22;<10;36;19;23;<10;12;;17;10;15;35;16;21;20;19;<10;17;<10;14;13;<10;<10;<10;19;18;<10;39;44;69;25;34;38;30;22;;66;133;33;20;18;11;10;20;35;;<10;<10;14
11.06.2015;22:00;16;42;43;<10;14;33;<10;;16;24;<10;12;;19;<10;19;58;18;25;40;26;<10;22;11;14;23;<10;;<10;17;16;11;;43;66;26;31;30;30;28;;91;139;39;28;21;18;11;21;34;22;10;<10;13
11.06.2015;23:00;14;49;39;<10;15;37;<10;32;15;21;<10;11;;19;<10;22;37;17;21;35;25;11;14;16;13;28;<10;11;<10;15;14;13;32;25;61;34;32;28;22;30;;78;;50;21;23;22;10;17;41;23;11;<10;17
11.06.2015;24:00;12;43;27;<10;;19;<10;43;17;22;<10;11;;20;<10;25;28;24;29;<10;;12;13;16;18;16;<10;12;14;10;15;13;24;24;48;42;28;33;19;30;;60;84;29;10;30;21;;17;52;20;<10;<10;32
12.06.2015;01:00;12;37;15;<10;16;<10;<10;29;21;23;<10;12;;25;14;16;20;27;17;<10;15;11;16;17;16;27;<10;13;13;<10;13;14;33;23;32;36;28;38;16;28;;38;60;15;<10;23;19;<10;;37;22;<10;<10;34
12.06.2015;02:00;<10;34;13;11;18;;<10;16;27;26;<10;11;;35;15;14;16;35;26;<10;<10;<10;20;24;15;11;<10;13;<10;<10;18;15;23;14;36;28;30;32;19;28;;32;47;;<10;12;<10;<10;19;18;25;<10;<10;23
12.06.2015;03:00;<10;36;20;12;19;<10;<10;19;30;41;<10;10;;27;13;16;21;23;60;;11;12;;22;40;<10;<10;16;<10;<10;19;16;22;15;37;34;44;29;24;29;;37;95;21;13;14;<10;<10;23;20;30;13;<10;18
12.06.2015;04:00;<10;40;23;15;27;15;<10;32;48;63;<10;<10;;32;18;10;21;34;61;38;17;18;43;20;62;15;<10;22;43;<10;23;19;25;29;50;40;54;39;35;39;;54;108;23;18;20;<10;11;40;44;38;16;10;18
12.06.2015;05:00;21;50;48;;39;35;25;59;36;72;<10;13;;51;26;25;30;38;72;57;24;17;47;;75;31;<10;41;32;15;45;25;45;45;66;45;69;70;45;55;;76;96;39;57;;14;23;58;51;53;37;18;22
12.06.2015;06:00;34;59;69;18;47;50;25;76;37;68;<10;21;;;21;41;45;51;63;76;49;27;41;60;73;21;<10;34;25;37;61;28;67;;73;58;75;81;61;65;;89;82;51;51;45;28;39;73;59;47;44;23;46
12.06.2015;07:00;48;62;55;13;48;27;20;96;44;68;<10;23;;68;35;31;47;48;64;67;71;44;39;47;55;17;<10;35;27;38;55;26;91;81;81;59;78;86;60;62;;91;110;62;47;49;29;43;73;79;66;33;19;72
12.06.2015;08:00;33;49;42;11;50;31;17;103;33;73;<10;26;46;;53;27;;45;56;48;52;26;35;37;43;22;<10;23;25;30;53;20;78;78;90;54;81;93;58;55;;102;87;56;39;47;29;39;62;88;61;18;15;69
12.06.2015;09:00;14;37;31;<10;43;24;19;84;;62;<10;23;;;51;27;28;58;41;39;48;15;31;37;;12;<10;20;19;16;45;15;51;69;76;42;74;87;52;50;;109;114;42;33;36;25;30;56;62;52;<10;19;24
12.06.2015;10:00;<10;28;23;<10;33;15;19;70;18;48;<10;;;;31;19;17;;47;15;34;<10;40;22;33;<10;<10;13;11;<10;34;<10;45;57;72;28;62;81;46;39;;109;111;32;27;38;23;23;45;48;41;;17;<10
12.06.2015;11:00;<10;21;19;<10;22;<10;;59;10;32;<10;16;;;12;17;17;48;41;<10;18;<10;33;14;18;<10;<10;13;<10;13;17;<10;44;55;73;31;45;82;33;38;;;100;27;30;35;17;32;42;55;29;<10;17;<10
12.06.2015;12:00;<10;23;14;<10;16;<10;;74;<10;27;;14;19;;13;13;16;52;33;<10;<10;<10;34;<10;<10;<10;<10;11;<10;<10;<10;;45;58;97;31;39;92;41;45;;93;104;32;;33;13;70;47;66;24;<10;14;<10
12.06.2015;13:00;<10;27;12;<10;14;12;;92;13;23;<10;17;16;13;11;;14;57;23;<10;12;<10;28;<10;<10;<10;<10;<10;<10;;<10;<10;39;52;94;25;46;127;58;;;107;130;31;48;40;16;63;58;61;21;<10;16;<10
12.06.2015;14:00;<10;26;13;<10;15;11;<10;74;12;;<10;12;14;13;;18;19;49;31;<10;13;<10;25;<10;<10;<10;<10;<10;<10;<10;<10;<10;39;60;;30;34;136;;73;;70;88;32;79;41;14;77;60;83;19;<10;17;<10
12.06.2015;15:00;<10;;16;<10;11;11;<10;75;15;17;<10;15;13;12;<10;26;23;43;28;<10;14;;30;<10;<10;<10;<10;12;<10;<10;<10;<10;29;56;115;34;52;;49;54;;124;95;32;48;36;16;61;52;64;19;<10;;<10
12.06.2015;16:00;<10;22;33;<10;<10;19;<10;88;14;21;<10;11;<10;15;<10;22;20;22;21;12;18;<10;32;<10;<10;61;<10;<10;<10;<10;<10;<10;60;68;116;;48;124;45;67;;131;174;57;35;59;;48;74;81;18;<10;13;<10
12.06.2015;17:00;<10;26;34;<10;12;31;<10;118;16;18;<10;<10;12;20;<10;22;14;12;18;30;19;<10;33;20;<10;32;<10;<10;<10;<10;<10;<10;140;65;107;21;41;87;46;55;;139;144;82;86;49;27;38;65;105;19;<10;17;<10
12.06.2015;18:00;20;13;55;<10;21;47;<10;114;21;26;<10;14;14;26;10;26;21;15;21;67;26;<10;27;20;18;54;<10;<10;;25;<10;<10;88;75;104;33;58;54;62;62;;156;157;100;102;44;20;69;99;82;20;<10;15;
12.06.2015;19:00;19;17;35;<10;34;48;<10;94;;34;<10;19;22;29;19;20;23;17;37;81;32;<10;50;16;32;13;;<10;<10;36;15;<10;53;55;126;44;52;64;50;55;;142;89;71;101;59;22;37;90;89;30;11;18;24
12.06.2015;20:00;12;42;25;<10;44;43;12;64;;35;<10;30;33;24;29;24;20;19;26;59;33;<10;47;19;36;12;<10;11;<10;33;23;21;43;66;50;51;47;53;45;79;;111;65;55;45;40;18;47;97;;31;22;26;26
12.06.2015;21:00;<10;33;;<10;44;19;17;73;;58;<10;29;34;30;28;14;15;18;35;24;42;20;32;65;41;14;<10;19;32;12;31;31;40;60;58;55;;51;51;89;;75;40;39;25;27;17;43;90;35;37;24;29;31
12.06.2015;22:00;<10;78;25;23;38;21;22;42;;66;<10;22;29;31;19;13;17;13;24;27;26;53;23;42;34;21;<10;16;19;<10;29;16;41;50;35;46;56;41;34;73;;63;86;47;29;25;16;80;70;29;;13;33;18
12.06.2015;23:00;<10;115;38;28;17;34;17;;;49;<10;11;19;20;12;20;21;11;29;34;27;41;28;21;23;24;<10;;13;<10;15;12;;46;34;44;32;44;25;50;;49;102;69;38;27;12;85;52;49;36;<10;28;17
12.06.2015;24:00;<10;103;43;26;13;35;13;47;;37;<10;11;12;14;13;23;23;15;29;41;32;23;24;26;18;33;<10;13;<10;<10;14;13;42;46;58;42;23;48;30;48;;54;;83;19;27;11;68;48;55;26;11;32;23
13.06.2015;01:00;<10;90;56;47;;44;27;43;;48;<10;17;14;19;<10;18;15;16;29;41;;31;24;32;24;23;<10;<10;14;11;12;17;50;29;62;40;34;52;35;47;;50;66;62;18;25;15;;42;55;46;11;43;23
13.06.2015;02:00;<10;93;40;48;28;29;22;37;;55;<10;15;16;25;<10;30;21;15;42;41;37;43;16;31;26;18;<10;<10;12;<10;14;30;33;44;45;33;25;45;32;58;;54;52;36;29;31;15;47;;56;34;17;30;14
13.06.2015;03:00;<10;84;44;30;25;;16;40;;45;<10;23;25;31;<10;27;24;15;47;36;35;20;13;51;16;14;<10;<10;<10;<10;16;17;20;37;34;37;19;50;33;54;;45;48;;33;22;14;33;52;30;26;11;42;12
13.06.2015;04:00;<10;75;39;30;29;23;18;42;;42;<10;14;22;52;15;29;18;15;48;33;39;17;;40;13;14;<10;<10;15;<10;13;15;18;43;44;32;25;38;32;63;;40;61;39;17;27;15;35;36;49;24;<10;48;11
13.06.2015;05:00;<10;65;39;37;20;24;24;55;;54;<10;<10;22;55;26;26;<10;14;50;25;32;18;<10;38;14;13;<10;14;15;<10;14;20;28;43;31;41;30;26;29;74;;73;62;38;45;23;19;27;41;60;44;14;38;14
13.06.2015;06:00;<10;57;32;;25;29;27;65;;48;<10;26;23;35;18;33;<10;12;42;28;37;20;<10;;28;18;<10;17;<10;12;21;22;22;48;44;50;45;24;27;50;;79;71;47;53;;16;34;44;70;41;13;34;31
13.06.2015;07:00;<10;53;36;27;29;18;31;40;;21;<10;35;29;26;16;36;<10;<10;37;39;12;28;<10;47;25;23;<10;25;<10;12;26;25;18;;35;34;35;27;30;45;;52;73;53;46;18;11;41;40;50;21;33;15;27
13.06.2015;08:00;<10;33;42;19;17;14;31;42;;15;<10;33;23;25;14;25;<10;<10;35;22;<10;22;<10;23;13;25;<10;22;<10;15;11;17;26;16;40;34;23;24;25;42;;45;71;36;62;15;12;36;30;50;15;17;<10;21
13.06.2015;09:00;<10;31;27;12;12;12;28;40;;17;<10;30;19;23;14;11;;<10;38;17;<10;16;<10;17;15;33;<10;14;12;11;<10;13;44;25;40;31;22;18;14;39;;30;68;42;81;15;<10;34;29;52;<10;14;<10;18
13.06.2015;10:00;<10;24;26;<10;<10;20;15;44;;17;<10;36;11;13;13;<10;<10;<10;43;21;10;11;10;17;;26;<10;13;14;11;<10;11;41;29;31;27;27;22;19;38;;29;88;55;99;19;14;34;36;64;<10;13;<10;17
13.06.2015;11:00;<10;23;15;<10;17;14;14;74;;18;<10;;17;16;17;10;<10;;20;22;13;<10;16;13;14;29;13;11;11;12;<10;<10;47;22;41;30;37;21;23;52;;42;82;70;111;27;15;35;49;69;13;;<10;18
13.06.2015;12:00;<10;25;10;16;16;<10;15;61;;14;<10;35;;19;17;11;<10;<10;45;15;<10;<10;<10;20;21;28;<10;22;<10;<10;<10;10;41;24;56;51;22;24;22;60;;;87;65;78;23;13;41;49;77;14;12;<10;19
13.06.2015;13:00;<10;21;<10;10;13;<10;20;67;;10;;17;13;14;11;<10;<10;<10;24;15;<10;12;<10;16;10;21;<10;<10;<10;11;<10;;43;22;52;34;22;16;20;48;;30;87;49;;16;10;56;50;68;<10;<10;<10;19
13.06.2015;14:00;<10;19;<10;<10;<10;<10;11;56;;12;<10;19;11;<10;<10;;<10;<10;21;13;<10;<10;<10;11;<10;16;<10;<10;<10;;<10;<10;50;15;33;32;23;13;18;;;50;81;48;88;28;<10;40;49;78;<10;<10;<10;19
13.06.2015;15:00;<10;15;<10;<10;<10;<10;<10;72;;;<10;23;<10;<10;;<10;<10;<10;30;<10;<10;<10;<10;<10;<10;17;<10;<10;<10;13;<10;<10;42;17;;31;22;14;;46;;39;86;40;68;12;<10;43;40;72;<10;<10;<10;19
13.06.2015;16:00;<10;;<10;<10;<10;<10;<10;60;;13;<10;22;<10;<10;<10;<10;<10;<10;31;12;<10;;<10;<10;<10;15;<10;<10;<10;14;<10;<10;38;15;41;33;21;;16;36;;32;74;36;71;13;<10;47;33;73;<10;<10;;16
13.06.2015;17:00;<10;10;<10;<10;<10;<10;<10;49;;15;<10;26;<10;<10;<10;<10;<10;<10;24;15;<10;<10;<10;<10;<10;19;<10;<10;<10;10;<10;<10;41;13;32;;21;<10;20;34;;26;81;53;67;13;;55;43;70;<10;<10;<10;13
13.06.2015;18:00;<10;12;<10;<10;<10;12;<10;46;;12;<10;28;<10;11;<10;<10;<10;<10;20;14;<10;10;<10;<10;<10;17;<10;<10;<10;<10;<10;<10;55;24;45;40;22;<10;16;40;;20;84;53;80;10;<10;47;34;69;<10;<10;<10;11
13.06.2015;19:00;<10;12;<10;<10;<10;<10;<10;56;;16;<10;27;<10;12;<10;<10;<10;<10;<10;11;<10;10;<10;<10;<10;20;<10;<10;;<10;<10;<10;62;20;55;35;24;<10;18;27;;21;64;41;72;14;11;37;32;50;<10;<10;<10;
13.06.2015;20:00;<10;16;<10;<10;<10;<10;<10;73;;21;<10;40;<10;15;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;24;;<10;<10;<10;<10;<10;62;24;48;47;23;12;20;32;;23;72;53;71;19;12;28;31;85;<10;<10;<10;<10
13.06.2015;21:00;<10;14;22;<10;<10;<10;<10;71;;27;<10;79;14;10;<10;<10;<10;<10;<10;10;12;12;<10;12;14;35;<10;<10;<10;15;<10;<10;52;26;88;75;38;16;28;48;;51;89;58;77;21;14;32;68;;<10;11;<10;14
13.06.2015;22:00;<10;17;;<10;11;19;<10;81;;34;<10;69;18;<10;17;<10;<10;<10;<10;13;16;18;<10;20;17;51;<10;15;<10;23;10;12;60;27;96;90;;37;37;55;;88;105;69;116;40;17;46;62;111;<10;<10;<10;23
13.06.2015;23:00;12;16;27;<10;13;24;12;76;;28;<10;66;33;22;<10;<10;<10;<10;<10;17;15;19;<10;41;23;58;<10;23;<10;28;18;18;48;19;88;87;34;28;32;50;;89;87;61;92;24;19;33;44;84;;<10;<10;46
13.06.2015;24:00;11;18;34;<10;12;23;12;;;25;<10;79;19;23;<10;<10;<10;<10;<10;18;17;12;<10;27;24;68;<10;;<10;21;19;18;;19;73;65;39;39;39;45;;71;95;54;87;24;16;17;77;76;<10;<10;<10;33
14.06.2015;01:00;14;14;28;<10;<10;23;11;60;;32;<10;64;23;25;11;<10;<10;<10;<10;22;14;15;<10;20;25;56;11;30;<10;24;21;16;41;12;65;64;33;33;37;42;;70;;56;78;21;15;17;32;93;12;<10;15;31
14.06.2015;02:00;<10;11;32;<10;;17;11;48;;32;<10;43;26;27;<10;<10;<10;<10;18;25;;15;<10;20;24;40;<10;21;<10;23;19;19;32;<10;47;57;23;22;23;39;;63;59;53;50;18;12;;21;67;<10;<10;14;23
14.06.2015;03:00;10;<10;32;<10;14;17;18;48;;31;<10;23;18;26;<10;<10;<10;<10;39;23;<10;11;<10;28;18;30;<10;28;<10;19;14;17;36;<10;35;36;24;21;22;38;;43;52;49;40;17;13;14;;58;15;<10;12;20
14.06.2015;04:00;11;<10;21;<10;21;;15;51;;29;<10;18;19;14;<10;<10;11;<10;43;28;<10;11;<10;30;15;31;<10;27;<10;17;16;11;32;<10;31;36;26;21;22;32;;55;57;;31;15;13;14;32;58;21;<10;18;17
14.06.2015;05:00;11;<10;20;<10;22;16;14;44;;30;<10;26;19;20;<10;11;11;10;39;34;11;11;;28;20;39;<10;25;<10;20;17;15;32;<10;32;32;23;17;23;35;;52;66;43;23;16;14;17;30;66;23;<10;23;19
14.06.2015;06:00;11;<10;20;<10;29;26;21;38;;23;<10;44;24;23;11;<10;<10;<10;21;30;11;14;<10;28;37;27;12;24;<10;16;19;18;29;<10;31;34;28;19;22;37;;43;54;34;20;20;19;16;33;41;14;<10;26;19
14.06.2015;07:00;11;<10;16;;20;18;23;25;;27;12;24;26;28;13;<10;<10;<10;20;26;<10;12;<10;;29;25;12;23;11;14;21;14;24;<10;28;28;27;24;26;37;;25;44;30;25;;14;13;33;28;16;<10;13;18
14.06.2015;08:00;<10;<10;<10;<10;29;<10;21;28;;22;<10;19;22;20;16;<10;<10;<10;25;16;<10;<10;<10;23;27;17;<10;16;<10;14;12;14;19;;23;26;22;19;20;36;;24;38;31;35;11;13;13;38;32;11;<10;18;14
14.06.2015;09:00;<10;<10;<10;<10;24;<10;19;28;;14;<10;15;17;18;11;<10;<10;<10;21;14;<10;<10;<10;20;10;17;<10;16;<10;11;14;10;26;14;27;23;27;17;28;31;;23;45;28;32;12;11;27;37;36;<10;<10;<10;15
14.06.2015;10:00;<10;<10;<10;<10;23;14;13;43;;15;<10;23;18;17;<10;12;;<10;<10;23;<10;<10;<10;14;<10;19;<10;14;<10;<10;11;<10;37;10;33;24;20;18;24;30;;25;53;33;41;<10;<10;24;44;31;<10;<10;<10;11
14.06.2015;11:00;<10;<10;<10;<10;16;12;12;42;;28;<10;25;18;13;<10;<10;<10;<10;<10;16;<10;<10;<10;11;;13;<10;<10;<10;<10;<10;<10;41;21;33;22;19;24;23;32;;23;75;44;38;11;10;31;43;43;<10;<10;<10;11
14.06.2015;12:00;<10;10;<10;<10;15;<10;<10;45;;18;<10;;23;15;<10;<10;<10;;<10;11;<10;<10;<10;<10;<10;13;<10;<10;<10;<10;<10;<10;44;24;35;20;26;20;20;38;;23;72;55;42;11;<10;38;51;34;<10;;<10;<10
14.06.2015;13:00;<10;<10;<10;<10;11;<10;<10;53;;15;<10;17;;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;10;<10;15;<10;<10;<10;<10;<10;<10;42;19;50;22;20;17;26;41;;;75;58;36;12;<10;47;61;37;<10;<10;<10;<10
14.06.2015;14:00;<10;<10;<10;<10;<10;<10;<10;62;;24;;32;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;<10;23;<10;<10;<10;<10;16;;53;18;49;26;24;32;31;27;;21;72;48;;10;<10;37;75;55;<10;<10;<10;<10
14.06.2015;15:00;<10;11;12;<10;<10;<10;<10;57;;22;<10;36;<10;<10;11;;<10;<10;<10;<10;<10;<10;<10;<10;<10;29;<10;<10;<10;;19;<10;60;30;53;23;26;32;24;;;35;57;35;34;<10;<10;40;47;48;<10;<10;<10;<10
14.06.2015;16:00;<10;20;18;<10;<10;<10;<10;74;;;<10;43;<10;<10;;14;<10;<10;<10;<10;<10;<10;<10;<10;<10;14;<10;<10;<10;<10;<10;<10;59;30;;28;34;30;;41;;40;66;29;45;13;<10;36;41;47;<10;<10;<10;<10
14.06.2015;17:00;<10;;21;<10;<10;<10;<10;70;;20;<10;45;<10;<10;<10;14;<10;<10;11;<10;<10;;<10;<10;<10;14;<10;<10;<10;<10;<10;<10;54;26;51;25;44;;36;38;;39;77;39;61;13;<10;42;54;43;<10;<10;;<10
14.06.2015;18:00;<10;24;18;<10;<10;<10;<10;79;;53;<10;38;<10;<10;<10;11;<10;<10;12;<10;<10;<10;<10;<10;12;25;<10;<10;<10;12;<10;<10;69;27;40;;25;45;36;34;;34;84;52;69;12;;30;43;45;<10;<10;<10;11
14.06.2015;19:00;<10;24;14;<10;<10;<10;<10;57;;25;<10;37;<10;<10;<10;<10;<10;<10;<10;16;12;<10;<10;<10;15;24;<10;<10;<10;15;<10;<10;75;39;45;20;31;55;35;33;;34;65;36;50;15;<10;41;56;47;<10;<10;<10;10
14.06.2015;20:00;<10;20;18;<10;11;15;<10;46;;29;<10;42;19;<10;<10;<10;<10;<10;11;20;24;<10;<10;<10;11;31;<10;11;;13;<10;<10;70;28;42;15;21;52;33;26;;36;62;42;31;18;<10;32;33;29;<10;<10;<10;
14.06.2015;21:00;<10;18;25;<10;13;20;<10;36;;35;<10;30;16;12;<10;15;12;<10;17;20;12;<10;<10;<10;17;35;;17;<10;13;<10;<10;54;26;33;16;15;35;22;27;;49;71;46;31;17;12;33;25;23;<10;<10;<10;<10
14.06.2015;22:00;<10;15;24;<10;17;16;<10;46;;38;<10;23;16;14;<10;19;12;<10;15;24;10;<10;<10;11;13;38;<10;17;<10;10;<10;<10;54;18;31;14;16;32;20;30;;35;66;33;27;14;<10;26;25;;<10;<10;<10;<10
14.06.2015;23:00;<10;11;;<10;11;13;<10;24;;16;<10;24;12;14;<10;19;<10;<10;13;29;15;<10;<10;<10;13;39;<10;21;<10;11;<10;<10;36;<10;33;17;;26;20;30;;23;66;34;30;12;<10;19;19;29;<10;<10;<10;<10
14.06.2015;24:00;<10;<10;20;<10;<10;<10;<10;19;;24;<10;27;<10;<10;<10;13;10;<10;16;17;<10;<10;<10;<10;12;27;<10;15;<10;11;<10;<10;20;<10;28;18;19;21;19;18;;27;45;28;19;<10;11;<10;13;24;;<10;<10;<10
15.06.2015;01:00;<10;<10;11;<10;<10;<10;<10;;;35;12;19;<10;<10;<10;<10;15;<10;21;14;<10;<10;<10;<10;11;19;<10;;<10;<10;<10;<10;;<10;17;<10;14;16;12;12;;20;30;19;18;11;11;<10;14;17;<10;<10;<10;<10
15.06.2015;02:00;<10;<10;17;<10;<10;<10;<10;15;;19;<10;16;<10;<10;<10;<10;12;<10;13;14;<10;<10;<10;<10;<10;19;<10;<10;<10;<10;<10;<10;<10;<10;11;<10;14;15;10;<10;;11;;17;15;<10;<10;<10;14;15;<10;<10;<10;<10
15.06.2015;03:00;<10;<10;16;<10;;10;<10;11;;11;<10;15;<10;<10;<10;12;10;<10;12;15;;<10;<10;<10;<10;13;<10;<10;<10;<10;<10;<10;11;<10;10;<10;20;11;12;12;;<10;24;14;13;<10;11;;<10;12;<10;<10;<10;<10
15.06.2015;04:00;<10;<10;12;<10;<10;<10;<10;<10;;<10;<10;18;10;<10;<10;<10;13;13;21;19;<10;<10;<10;<10;<10;13;<10;<10;<10;<10;<10;<10;13;<10;20;<10;22;23;<10;20;;16;22;15;12;13;15;<10;;11;<10;<10;<10;<10
15.06.2015;05:00;<10;13;17;<10;<10;;<10;19;;19;<10;20;13;16;<10;<10;12;<10;16;24;13;<10;<10;19;<10;20;<10;13;<10;10;12;<10;26;18;30;12;26;34;18;30;;29;53;;17;14;12;11;17;23;<10;<10;<10;<10
15.06.2015;06:00;11;25;21;<10;<10;<10;<10;28;;19;<10;39;17;18;<10;13;19;11;26;29;13;<10;;30;12;30;<10;17;<10;31;12;11;37;37;32;18;44;44;30;26;;53;66;27;25;22;18;22;33;36;<10;<10;<10;15
15.06.2015;07:00;16;30;28;<10;12;13;<10;52;;22;<10;34;21;25;14;19;22;17;38;37;19;<10;22;<10;22;30;<10;25;<10;31;17;15;50;61;51;21;61;63;39;41;;62;68;30;26;33;28;39;26;53;<10;<10;<10;21
15.06.2015;08:00;17;29;24;;12;19;10;43;;25;12;26;23;26;22;19;33;20;26;35;26;<10;18;;23;27;<10;18;<10;30;27;<10;56;52;52;22;49;55;36;37;;65;66;42;35;;31;38;30;47;<10;<10;;28
15.06.2015;09:00;22;20;16;10;<10;20;<10;43;;22;14;22;21;18;15;23;23;16;28;34;24;<10;14;<10;19;22;<10;14;<10;25;22;<10;51;;47;21;38;54;25;23;;54;;40;34;39;31;26;29;41;<10;<10;;17
15.06.2015;10:00;22;19;19;<10;<10;18;<10;40;;23;17;23;16;11;11;24;21;18;24;29;14;<10;15;13;14;25;<10;14;<10;21;19;<10;41;42;49;19;33;40;22;27;;39;;35;39;31;28;36;27;25;<10;<10;;12
15.06.2015;11:00;20;17;22;<10;<10;18;<10;40;;15;20;22;;<10;<10;25;;14;21;29;<10;<10;10;10;12;20;<10;11;<10;20;13;<10;45;38;48;14;30;42;27;25;;61;47;;33;29;23;34;32;27;<10;<10;;<10
15.06.2015;12:00;21;17;22;<10;<10;15;<10;28;;10;21;18;14;<10;<10;23;13;13;20;18;<10;<10;11;<10;;16;<10;<10;<10;15;14;<10;52;40;;13;27;39;25;22;;55;50;44;42;23;23;33;32;26;<10;<10;;<10
15.06.2015;13:00;20;20;24;<10;<10;11;<10;50;;13;21;;10;<10;<10;19;19;;19;17;<10;<10;14;<10;15;13;<10;<10;<10;20;12;<10;50;28;63;16;26;47;21;30;;62;68;32;29;25;22;19;32;36;<10;;<10;<10
15.06.2015;14:00;15;21;20;<10;<10;<10;<10;41;;16;23;18;11;<10;<10;15;16;14;18;16;<10;<10;<10;<10;13;14;<10;<10;<10;18;10;<10;43;45;58;17;25;48;28;22;;;63;37;37;23;18;32;33;33;<10;<10;<10;<10
15.06.2015;15:00;16;24;19;<10;<10;<10;<10;59;13;17;;17;13;<10;<10;14;14;11;15;20;<10;<10;11;<10;13;20;<10;<10;<10;14;<10;;49;35;53;24;30;57;32;22;;43;52;44;;24;16;35;44;35;<10;<10;<10;<10
15.06.2015;16:00;16;25;15;<10;<10;<10;<10;47;15;18;21;23;17;<10;<10;;18;11;17;22;<10;<10;18;<10;13;20;<10;<10;<10;;<10;<10;45;41;70;23;24;78;35;;;62;59;35;37;25;16;52;53;47;<10;<10;<10;<10
15.06.2015;17:00;17;18;13;<10;<10;<10;<10;65;11;;15;24;15;<10;;12;17;12;13;24;<10;<10;20;<10;12;27;<10;<10;<10;15;<10;<10;48;47;76;21;23;79;;33;;56;73;48;31;25;15;45;55;59;<10;<10;<10;<10
15.06.2015;18:00;12;;15;<10;<10;<10;<10;71;<10;31;12;25;15;<10;<10;12;18;<10;15;28;<10;;15;<10;<10;22;<10;<10;<10;15;<10;<10;52;45;68;25;22;;39;35;;62;105;47;44;26;14;42;66;39;<10;<10;<10;<10
15.06.2015;19:00;10;23;13;<10;<10;<10;<10;65;10;25;11;37;25;<10;<10;12;12;<10;23;25;<10;<10;11;<10;11;25;<10;<10;<10;17;<10;<10;59;39;51;;16;63;35;45;;39;61;34;42;25;;30;46;41;<10;<10;<10;<10
15.06.2015;20:00;<10;19;15;<10;<10;<10;<10;45;<10;29;10;39;12;<10;<10;12;13;<10;18;22;14;<10;11;<10;13;22;<10;<10;<10;15;<10;<10;52;22;48;32;16;58;36;38;;39;51;33;30;20;<10;20;45;27;<10;<10;<10;<10
15.06.2015;21:00;<10;14;18;<10;<10;<10;<10;42;<10;37;<10;37;15;<10;<10;13;16;<10;12;31;<10;<10;13;<10;17;39;<10;<10;;16;<10;<10;45;25;32;28;14;35;30;27;;43;88;31;33;24;<10;20;28;49;<10;<10;<10;
